original_node_id,mapped_node_index,in_degree,out_degree,weighted_in_strength,weighted_out_strength,pagerank,hits_authority,hits_hub,betweenness_centrality,k_core_number,reciprocity,local_clustering_coefficient,two_hop_reach,three_hop_reach,top_deg_1,top_deg_2,top_deg_3,top_deg_4,top_deg_5,community_size,within_community_zscore,participation_coefficient,community_id
0,0,0.1447180786472978,-1.3635420534213187,0.4990317633686139,-1.3789468376868093,-0.45144981220104874,-0.05970486330691619,-0.0611568936671584,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.6273238916351707,-1.0630336299725045,-0.6625565064327426,0
1,1,0.9908150808186631,-1.3635420534213187,0.8700537730903974,-1.3789468376868093,1.2478967013257944,-0.05970486330691599,-0.0611568936671584,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.3753142234423779,1.5270781175925188e-17,-0.6625565064327426,1
2,2,0.9908150808186631,-1.3635420534213187,0.7664862393786068,-1.3789468376868093,-0.07196035555932769,-0.05970486330691619,-0.0611568936671584,-0.3238916997238868,0.7842983580404272,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.22450905004418695,1.5270781175925188e-17,-0.6625565064327426,2
3,3,1.5911304574378626,0.13456080719262511,1.2189923300953913,0.2433026877170257,1.170011488805404,-0.05970486330691644,-0.06115689366715827,-0.01762538267273685,0.7842983580404272,0.0,-0.07322520259382126,0.2060487368556969,0.27361176152896266,0.4402852957704622,0.806123130972316,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.7349635103757629,1.1487804272100866,0.9360973748970911,3
4,4,0.9908150808186631,1.0108948028748757,0.8499493915654739,0.6756818181782914,-0.095638158477957,-0.05970486330691689,-0.0611568936671585,-0.315633619290517,0.7842983580404272,0.0,-0.07322520259382126,0.6068999605650113,0.27361176152896266,0.4402852957704622,-0.16823077084387106,0.32593417460966,-0.5544158739821824,-0.4108176132148136,0.22450905004418695,2.1491713857743613,-0.6625565064327426,4
5,5,0.9908150808186631,1.0108948028748757,0.7690176516748878,1.2476036210058925,-0.31731698138589365,-0.05970486330691638,-0.06115689366715953,-0.3128809922730754,0.7842983580404272,0.0,-0.07322520259382126,0.2060487368556969,-0.04935409126249784,0.05180288614469602,-0.16823077084387106,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.6273238916351707,1.2337543942899822,0.9360973748970911,5
6,6,0.1447180786472978,-1.3635420534213187,0.6940891046624965,-1.3789468376868093,1.450236668982351,-0.05970486330691583,-0.0611568936671584,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.7349635103757629,-1.1487804272100866,-0.6625565064327426,3
7,7,0.9908150808186631,0.13456080719262511,0.7059797556649311,-0.03694405040777463,-0.08615446588694083,-0.059704863306916385,-0.06115689366715844,-0.32022140483029204,0.7842983580404272,0.0,-0.07322520259382126,-0.35891933144070165,-0.5045488946831531,-0.49573231782055366,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.22450905004418695,1.5270781175925188e-17,1.2321443899581714,2
8,8,-1.301694300143267,-1.3635420534213187,-1.327036189143448,-1.3789468376868093,-0.7341952739135483,-0.05970486330691619,-0.0611568936671584,-0.3238916997238868,-2.18652875574907,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,-2.431042924747639,1.5270781175925188e-17,-0.6625565064327426,6
9,9,0.1447180786472978,0.13456080719262511,0.47584005508003585,0.029440602927802956,-0.22881199719215828,-0.05970486330691649,-0.0611568936671584,-0.32022140483029204,0.7842983580404272,0.0,-0.07322520259382126,-0.35891933144070165,-0.5045488946831531,0.05180288614469602,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.42141700003362914,0.1275298589935136,-0.6625565064327426,7
10,10,-1.301694300143267,-1.3635420534213187,-1.327036189143448,-1.3789468376868093,-0.7341952739135483,-0.05970486330691619,-0.0611568936671584,-0.3238916997238868,-2.18652875574907,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,-2.431042924747639,1.5270781175925188e-17,-0.6625565064327426,8
11,11,-1.301694300143267,1.0108948028748757,-1.327036189143448,1.7775010225421672,-0.7341952739135483,-0.05970486330691619,-0.06115689366715667,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,0.2060487368556969,-0.04935409126249784,-0.49573231782055366,-0.16823077084387106,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,-1.6482293952824116,1.5196936591090773,-0.6625565064327426,9
12,12,-1.301694300143267,0.13456080719262511,-1.327036189143448,4.170233327446574e-05,-0.7341952739135483,-0.05970486330691619,-0.06115689366715843,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,0.6068999605650113,1.0517724177410783,1.1959837232357815,1.3760836259661287,1.402651925906567,-0.5544158739821824,-0.4108176132148136,0.5494060197150804,-1.0976693333235188,-0.6625565064327426,10
13,13,0.9908150808186631,1.0108948028748757,0.9110036735938297,1.1442745157711496,-0.44417688115910137,-0.05970486330691641,-0.06115689366715855,-0.13403147530497458,0.7842983580404272,0.0,-0.07322520259382126,0.9178243252458714,1.0517724177410783,0.7416156628948332,0.806123130972316,1.402651925906567,1.5293777138623166,-0.4108176132148136,0.6273238916351707,0.9544843953636393,0.9360973748970911,11
14,14,1.5911304574378626,0.13456080719262511,1.1088595100055447,-0.0810089130673657,1.228807971780999,-0.05970486330691629,-0.061156893667158395,-0.3119634573181539,0.7842983580404272,0.0,-0.07322520259382126,-0.35891933144070165,-0.5045488946831531,0.05180288614469602,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.4657113515837014,1.3027586933317787,0.9360973748970911,12
15,15,-1.301694300143267,-1.3635420534213187,-1.327036189143448,-1.3789468376868093,-0.7341952739135483,-0.05970486330691619,-0.0611568936671584,-0.3238916997238868,-2.18652875574907,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,-2.431042924747639,1.5270781175925188e-17,-0.6625565064327426,13
16,16,0.1447180786472978,0.13456080719262511,1.2182410227305134,0.014104060520404124,0.015406195189632977,-0.059704863306917426,-0.06115689366715846,-0.08727858091749377,0.7842983580404272,0.0,-0.07322520259382126,0.2060487368556969,0.5241235390996288,0.7416156628948332,1.119795026330069,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.3753142234423779,-1.2883829848559616,1.4689820020070359,1
17,17,1.5911304574378626,0.13456080719262511,1.1862372873304243,0.0019484935400038393,1.7337101294209543,-0.05970486330691701,-0.061156893667158395,-0.12302993182273443,0.7842983580404272,0.0,-0.07322520259382126,0.6068999605650113,0.7288065649496178,0.4402852957704622,0.806123130972316,1.402651925906567,-0.5544158739821824,-0.4108176132148136,0.050417253771483934,0.13128153700821568,2.0018666291169804,14
18,18,0.1447180786472978,-1.3635420534213187,0.02807021992772622,-1.3789468376868093,0.8439811116527925,-0.05970486330691632,-0.0611568936671584,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,-1.3247386234464147,-1.2827095508952688,-1.4317499314115696,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,0.6273238916351707,-1.2337543942899822,-0.6625565064327426,5
19,19,-1.301694300143267,0.13456080719262511,-1.327036189143448,-0.06527779692227315,-0.7341952739135483,-0.05970486330691619,-0.061156893667158395,-0.3238916997238868,-0.7011151988543213,0.0,-0.07322520259382126,-0.35891933144070165,-0.5045488946831531,-0.49573231782055366,-1.1425846726600581,-0.7507835766872469,-0.5544158739821824,-0.4108176132148136,-1.9731263649533053,1.5270781175925188e-17,-0.6625565064327426,15
